AppID,name,genres
2463690,Strange Seed,"['액션', '어드벤처', '인디', 'RPG']"
4081060,Queue Queen Demo,"['캐주얼', '인디']"
2782500,역수한,"['액션', '대규모 멀티플레이어', 'RPG', '무료 플레이']"
3865340,Deadcam,"['액션', '어드벤처', '인디']"
3768740,Multiverse Designer - Game Master (Unlimited seats),"['인디', 'RPG', '시뮬레이션', '전략']"
3768720,Multiverse Designer - Game Master (6 seats),"['인디', 'RPG', '시뮬레이션', '전략']"
3746430,Multiverse Designer - Game Master (4 seats),"['인디', 'RPG', '시뮬레이션', '전략']"
3187880,The Fable: Manga Build Roguelike,"['인디', '전략']"
1068500,Multiverse Designer,"['인디', 'RPG', '시뮬레이션', '무료 플레이', '앞서 해보기']"
4123230,Woe Reigns Unending Demo,[]
4117500,AYBABTU,['인디']
2475350,My Little Blood Cult: Let's Summon Demons,"['어드벤처', '캐주얼', '인디', 'RPG', '시뮬레이션']"
4118570,떠도는 도트 데모 (Drifting Dots Demo),"['캐주얼', '인디', '시뮬레이션']"
3820810,Dice Dice Baby,"['캐주얼', '인디', '전략']"
3979420,"Epics of Noche, Brain Busted","['어드벤처', '인디', '무료 플레이']"
4050900,DVK,['캐주얼']
3392660,Brawlhalla - BCX 2025 Pack,"['액션', '인디', '무료 플레이']"
3995700,Coffee Bar Simulator,"['캐주얼', '인디', '시뮬레이션']"
4115000,Candy magic,['캐주얼']
2560240,Biped 2,"['액션', '어드벤처', '캐주얼', '인디', '레이싱', '시뮬레이션', '전략']"
3936480,Astar Solis,"['액션', '인디']"
3491090,Void Drift,"['액션', '캐주얼', '인디', 'RPG']"
4142960,PROJECT HUNT - HTR .338 Big Game Access Pack,"['어드벤처', '인디', '시뮬레이션', '스포츠']"
4054030,Defensive Attacks Demo,[]
4132340,Spinning Scarecrow Demo,"['캐주얼', '인디']"
3520970,Minerva Labyrinth,['RPG']
4070930,The Necronomicon,"['어드벤처', '인디', '전략']"
3562520,Biida-Bash,"['캐주얼', '인디', '스포츠', '전략']"
3342480,Terram Reduc Protocol,"['액션', '무료 플레이']"
3643350,Destroy All Letters - Space Adventure,"['캐주얼', '인디']"
2866420,Puppet: Hide And Seek,"['인디', '대규모 멀티플레이어', 'RPG', '무료 플레이']"
2085620,Second Sun,"['액션', '어드벤처', '인디', 'RPG']"
1909840,JIANGHU CHRONICLES,"['액션', '어드벤처', '인디', '시뮬레이션']"
4057130,Elemental Flow Demo,"['어드벤처', '인디', 'RPG']"
3352160,Willow’s Descent: Into The Under,['인디']
4044240,Neon Roller,"['액션', '어드벤처', '캐주얼', '인디']"
4095650,Foolish Mortals Artbook,['어드벤처']
4095660,Foolish Mortals Murphy's Diary,['어드벤처']
4095680,Foolish Mortals Soundtrack,[]
1848440,Foolish Mortals,['어드벤처']
4008940,Pawnbroker Simulator (Demo),"['인디', '시뮬레이션']"
2506440,Trolddom,"['인디', '대규모 멀티플레이어', 'RPG']"
4129840,Villa Nocturne Demo,['인디']
4146900,Sir Noggin Soundtrack,[]
628360,Sir Noggin,"['액션', '인디']"
4113980,Shield of Breaker Demo,"['액션', '캐주얼', '인디', 'RPG']"
2949500,CUPLEX Soundtrack DLC,"['액션', '인디']"
4146320,Mixatro Demo,[]
2499100,CUPLEX,"['액션', '인디']"
4081030,"Oil Strike ’75 - WDC Charity Donation, Large","['액션', '인디', '시뮬레이션', '무료 플레이']"
4080780,"Oil Strike ’75 - WDC Charity Donation, Medium","['액션', '인디', '시뮬레이션', '무료 플레이']"
4080770,"Oil Strike ’75 - WDC Charity Donation, Small","['액션', '인디', '시뮬레이션', '무료 플레이']"
3995000,Pawoki: Desktop Pets,"['캐주얼', '인디', '시뮬레이션']"
4137190,Raise the Colours - Knights Character Pack,"['캐주얼', '인디', '무료 플레이']"
4137200,Raise the Colours - Supporter Character Pack,"['캐주얼', '인디', '무료 플레이']"
4110780,Maze It Out Soundtrack,['무료 플레이']
4100430,Raro Terror Panic-DEMO,[]
2237586,VRC Pro - Bash Pit Stadium track pack (2),"['액션', '캐주얼', '인디', '레이싱', '시뮬레이션', '스포츠']"
4103700,In Our Parlor,"['캐주얼', '시뮬레이션', '무료 플레이']"
4014650,Thirty Seconds: Slain At Home,"['액션', '인디', '시뮬레이션', '무료 플레이']"
4109060,Oblivio: Lost In The World,"['어드벤처', '인디']"
4118200,Duck (Desktop Mascot),"['시뮬레이션', '애니메이션과 모델링', '유틸리티']"
3637720,PLOY,"['전략', '무료 플레이']"
4070590,세이프타운 탐정 넬의 사건 수첩 오션 아일랜드의 살인사건,"['어드벤처', '인디', '무료 플레이']"
3622840,Pepper Odyssey,"['어드벤처', '인디', 'RPG']"
4078250,Creating New World,['캐주얼']
4086090,Riddlewood Manor Soundtrack,[]
3979310,HIDDEN CATS 6: After us,"['어드벤처', '캐주얼', '인디', '무료 플레이']"
4096560,HIDDEN CATS 6: After us - Coloring Book,"['어드벤처', '캐주얼', '인디']"
4096570,HIDDEN CATS 6: After us - Extra Level,"['어드벤처', '캐주얼', '인디']"
4120160,Yongjiang River,['캐주얼']
3991940,Hidden Portals: Chronicles of the Sunbound Collector's Edition Demo,[]
4098650,Sauce Factory Tycoon,"['시뮬레이션', '전략']"
4118800,Trap Golf,"['어드벤처', '캐주얼', '인디', '스포츠']"
4050330,Project Monster,"['전략', '무료 플레이']"
2951690,Sonic Rumble,"['액션', '무료 플레이']"
4026890,Vivid World / ビビッドワールド Soundtrack,[]
2468550,비비드 월드,"['액션', '어드벤처', 'RPG', '시뮬레이션', '스포츠', '전략']"
4136080,Spectro: Phantom Tower Demo,"['액션', '인디']"
4134730,Crown's Labyrinth Demo,[]
4139480,Purr-fect Chef Demo,"['캐주얼', '인디', '시뮬레이션', '전략']"
2980010,The Four,"['액션', '어드벤처', '인디', '앞서 해보기']"
4024270,Hotdog Cart Simulator,"['어드벤처', '캐주얼', '인디', '시뮬레이션']"
3648620,Knight of the Dungeon,"['액션', '어드벤처', '인디', '앞서 해보기']"
4139190,EndlessAlice: Koraku Bunny Girl,"['액션', '어드벤처', '인디', 'RPG']"
4152020,Exogenesis: The Erebus Cycle DEMO,[]
2726360,Twilight Parade: Moonlit Mononoke,"['액션', '인디']"
4143660,사이하테역 [황혼전철] 공식 설정집·아트워크,"['어드벤처', '인디', 'RPG', '무료 플레이']"
1911200,Sultan Of Egypt,"['액션', '어드벤처', '인디', '시뮬레이션', '스포츠', '전략', '앞서 해보기']"
3521270,Phoenix's Faye.飞儿,"['액션', '어드벤처', '인디']"
2808350,Idosra: The Electric Renaissance,"['액션', '어드벤처', '인디', 'RPG']"
3846180,Fantasy Forest,"['캐주얼', '인디', '시뮬레이션', '전략']"
3978140,Monster Event Set - WorldNeverland - Daily Life in the Elnea Kingdom - Another Life Adventure,"['인디', 'RPG', '시뮬레이션']"
3927440,Echo Maze,"['어드벤처', '캐주얼', '인디']"
1166940,Dead Static Drive,"['액션', '어드벤처', '인디']"
4125370,The Adventure of TED  and the lost magic crystals Demo,"['액션', '어드벤처', '캐주얼', '인디']"
4022300,DateBoy,"['어드벤처', '인디', '시뮬레이션', '무료 플레이']"
3939130,Bofkin Island 2,"['어드벤처', '캐주얼', '인디']"
3516420,Beyond the Grove,"['인디', '전략', '앞서 해보기']"
4072790,Lily's Lil Barn Yard!,"['어드벤처', '캐주얼', '시뮬레이션', '전략']"
4147300,The Remainer Demo,[]
4097460,Alfred's Alien Abduction Adventure Demo,"['액션', '어드벤처', '캐주얼', '인디']"
4096000,Crossroads: Fatal Truths Collector's Edition,"['어드벤처', '캐주얼']"
4114370,Fantasy Grounds - ArkhamDark for Shadowdark RPG,"['인디', 'RPG', '전략']"
4141170,Fantasy Grounds - Star Trek Adventures: Delta Quadrant Sourcebook,"['인디', 'RPG', '전략']"
4085440,Fantasy Grounds - D&D Classics: TRS3 Assault on Raven's Ruin (1E),"['인디', 'RPG', '전략']"
4098010,Fantasy Grounds - Shepherd's Bane (5E),"['인디', 'RPG', '전략']"
3870960,Lost in Loss,"['캐주얼', '인디']"
3423860,COVID-29,"['액션', '어드벤처', 'RPG']"
4142440,Ratz Instagib - Spooky Supporter Pack,"['액션', '인디']"
3203280,Retail Simulator,"['캐주얼', '인디', '시뮬레이션', '앞서 해보기']"
4138250,Outsider Soundtrack,[]
4121590,What the Stars Forgot Demo,[]
3958380,시드 마이어의 문명 VII: 힘의 파도 컬렉션 - 불가사의 팩,"['시뮬레이션', '전략']"
3958320,시드 마이어의 문명 VII: 에드워드 티치 팩,"['시뮬레이션', '전략']"
3958340,시드 마이어의 문명 VII: 통가 팩,"['시뮬레이션', '전략']"
3958330,시드 마이어의 문명 VII: 해적 공화국 팩,"['시뮬레이션', '전략']"
3943260,Joymaker,"['액션', '인디']"
2707810,The Time Machine,"['어드벤처', '인디']"
3837530,Magical Greenhouse,"['캐주얼', '인디', '시뮬레이션']"
4113500,Guild Manager,"['인디', 'RPG', '시뮬레이션', '스포츠', '전략']"
3900250,Little Lures,"['캐주얼', '인디', '시뮬레이션']"
2846930,Starlit Stories,"['캐주얼', '시뮬레이션']"
2312280,7 Days Blood Moons,"['액션', '앞서 해보기']"
3067190,Age of Empires IV: Dynasties of the East,['전략']
4061580,ARIA-404: Labyrinth Protocol,"['어드벤처', '캐주얼', '인디', '앞서 해보기']"
3772810,Desktop Defender,"['캐주얼', '인디']"
3528960,Arcane Eats Demo,"['액션', '캐주얼', '인디', '전략']"
3807510,Farming Life Simulator,"['인디', '시뮬레이션', '앞서 해보기']"
4100440,Black Jacket Demo,"['어드벤처', '캐주얼', '인디', '전략']"
2999180,King's Subsidy,"['인디', '시뮬레이션', '전략']"
4061160,"Wordcaster - 2,000 Gem","['액션', '캐주얼', '무료 플레이']"
4061150,Wordcaster - 500 Gem,"['액션', '캐주얼', '무료 플레이']"
4061140,Wordcaster - 100 Gem,"['액션', '캐주얼', '무료 플레이']"
3967980,Computer Virus,"['캐주얼', '인디', '시뮬레이션']"
3878190,Wordcaster,"['액션', '캐주얼', '무료 플레이']"
4103070,Pluto Demo,"['인디', '전략']"
4092580,Generation Exile - Supporter Sustainability Pack,"['인디', '시뮬레이션', '전략']"
4092590,Generation Exile Soundtrack,[]
4094420,Construction World,['시뮬레이션']
2963240,Generation Exile,"['인디', '시뮬레이션', '전략', '앞서 해보기']"
3819510,DexSweeper,"['캐주얼', '인디', '전략']"
3040110,Outsider,['인디']
3698980,Europa Universalis V: Premium Upgrade,['전략']
3865300,Europa Universalis V: Sacred Sites,['전략']
3450310,Europa Universalis V,['전략']
2097840,Co OPERATION: MultiTurn,"['인디', '전략']"
3823830,Sink And Score,"['캐주얼', '인디', 'RPG', '전략']"
3356350,Moorhuhn 2,"['액션', '캐주얼', '인디', '시뮬레이션', '스포츠']"
2953610,Topworld,"['어드벤처', '인디', 'RPG', '시뮬레이션', '앞서 해보기']"
4006450,Sisyphus Endures,"['캐주얼', '인디', '레이싱']"
4101770,Black Fog,['인디']
4145960,Cactus Clicker - 10000 Cacti,"['캐주얼', '인디', '시뮬레이션', '무료 플레이']"
4145950,Cactus Clicker - 5000 Cacti,"['캐주얼', '인디', '시뮬레이션', '무료 플레이']"
4145940,Cactus Clicker - 500 Cacti,"['캐주얼', '인디', '시뮬레이션', '무료 플레이']"
4035660,DarkVein,"['액션', '인디', '앞서 해보기']"
3551360,Football Manager 26 데모,"['시뮬레이션', '스포츠', '전략']"
3551410,Football Manager 26 게임 내 에디터,"['시뮬레이션', '스포츠', '전략']"
3551340,Football Manager 26,"['시뮬레이션', '스포츠', '전략']"
3141330,Of Lies and Rain,"['액션', '어드벤처']"
3761560,Rising Odds,"['어드벤처', '인디']"
4002200,1000xRESIST: Fixer's Song [dark mode],[]
4120650,Hunter's Seal Demo,"['인디', '시뮬레이션']"
3814850,Bloodzap,"['캐주얼', '인디', '전략']"
3617800,Inayah - Life after Gods Soundtrack,[]
3369860,시드 마이어의 문명 VII: 에드워드 티치 팩,"['시뮬레이션', '전략', '무료 플레이']"
4104870,Upgrade It,"['인디', '시뮬레이션', '전략']"
3901600,They Hear Footsteps,"['액션', '어드벤처', '시뮬레이션']"
3701370,おじいちゃん!ごはんつくって!,"['어드벤처', '캐주얼', '인디', '시뮬레이션']"
4109200,WorkParadise,"['캐주얼', '인디', '시뮬레이션']"
3888290,Pegasis Odyssey,"['액션', '캐주얼', '인디']"
3597530,Royal's Gambit,"['캐주얼', '인디', '전략']"
3923680,Midnight Files,"['어드벤처', '인디', '시뮬레이션']"
3462330,Goldfish,"['액션', '어드벤처', '인디']"
2117430,Purrrifiers: Cleaning Chaos – Cats & Goofylike Co-op,"['액션', '캐주얼', '인디', '시뮬레이션', '앞서 해보기']"
3789800,Fight School Simulator - Reclaim the Honor,"['액션', 'RPG', '시뮬레이션']"
3070390,Mr.Lemon,"['어드벤처', '캐주얼', '인디']"
3819400,倒轉方舟外傳漫畫《神明製造之後》,"['인디', 'RPG', '전략', '회계 업무']"
4080230,GLOBAL CONTROL COUNTRIES,"['인디', '시뮬레이션', '전략']"
3849130,STOCKWAVE ONLINE Official Soundtrack,[]
2865190,The Time Game,"['캐주얼', '인디', '전략', '무료 플레이', '앞서 해보기']"
3844530,STOCKWAVE ONLINE,"['액션', '인디', '전략']"
4123240,鹿の英雄 Soundtrack,[]
3801950,Maze of the Lich,"['캐주얼', '인디']"
4037390,The King Feasts First Demo,[]
4010920,Twinkleby Soundtrack,[]
2433670,Deep Loop,"['액션', '어드벤처', '인디']"
3679150,Autobahn Police Simulator 3 - Speed Trap,"['액션', '캐주얼', '시뮬레이션']"
4094810,Ghost Dragon III,"['액션', '어드벤처']"
3453970,Farming Simulator 25: Highlands Fishing Expansion,['시뮬레이션']
3582360,Snowfall's Mystery,"['어드벤처', '인디']"
4132050,Sejm The Game Soundtrack,[]
4143160,candyhouse Demo,[]
3694050,시뮬병원(Sim Hospital),"['캐주얼', '인디', '시뮬레이션']"
3168490,Find My MOM,"['액션', '어드벤처', '캐주얼', '인디', '무료 플레이']"
3654580,Toy Escape,"['액션', '어드벤처', '캐주얼', '인디']"
4074020,EndlessAlice: Takehime Bunny Girl [Free for Early Access players],"['액션', '어드벤처', '인디', 'RPG']"
4081190,EcoBeat,"['캐주얼', '무료 플레이']"
3432750,Laundering Simulator - Clean Cash and Laundry,"['캐주얼', '인디', '시뮬레이션']"
4106530,PUNCH FOREVER,"['액션', '캐주얼', '인디', '대규모 멀티플레이어', '스포츠', '무료 플레이']"
3973490,Why Elephant Sit On Chair?,[]
2293260,The Backrooms: Investigate and Escape,"['액션', '어드벤처', '캐주얼', '인디', '앞서 해보기']"
4099050,Isles of Wrath,"['전략', '앞서 해보기']"
4097370,Out of Place: Origin,"['인디', '앞서 해보기']"
2350220,Outside the Blocks,"['캐주얼', '인디', '시뮬레이션']"
4027340,抽奖模拟器,"['유틸리티', '게임 개발']"
4148420,Breachers - Cashflow Bundle,"['액션', '전략']"
2801700,HYPER DEMON PVP,['무료 플레이']
3557550,Final District,"['액션', '어드벤처', '인디', '시뮬레이션']"
4138070,Real Puzzles - Paris (이미지),['캐주얼']
4138040,Real Puzzles - Canyons (이미지),['캐주얼']
4137820,리얼 키튼 퍼즐(이미지),['캐주얼']
4014590,실제 퍼즐 - 파리(오디오 파일),['캐주얼']
4096020,Neural: Forbidden,['인디']
4014540,실제 퍼즐 - 협곡(오디오 파일),['캐주얼']
4013950,실제 퍼즐 - 새끼 고양이 (오디오 파일),['캐주얼']
3995560,진짜 퍼즐 - 파리,['캐주얼']
3914300,진짜 퍼즐 - 새끼 고양이,['캐주얼']
1988640,The Mad House Season One,"['액션', '인디', '앞서 해보기']"
3980450,실제 퍼즐 - 협곡,['캐주얼']
3836040,시뮬병원 - 긴급 구조,"['캐주얼', '인디', '시뮬레이션', '무료 플레이']"
3123770,XOL: Space Mech Wars,"['액션', '인디']"
3396630,POUMOSA,"['어드벤처', '캐주얼', '인디']"
4035280,Loop: Anomaly Lab,"['어드벤처', '인디', '시뮬레이션']"
4069100,Maya : Ek Pishachini,"['액션', '어드벤처', '인디']"
4113410,Sad Virus Deathland,"['어드벤처', '캐주얼', '인디']"
4113180,Money Theft 3 Last Mission,"['액션', '어드벤처', '캐주얼', '인디']"
4085510,Captain Sharkbait: Voyage for Treasure,"['액션', '어드벤처', '캐주얼', '인디', '전략']"
2784120,Red Riddles,['인디']
4101050,Retail Therapy,"['액션', '인디']"
4115810,RedMoonWorld Demo,"['어드벤처', 'RPG']"
4010150,Get Clucked,"['어드벤처', '캐주얼', '인디', '앞서 해보기']"
4143080,Torch of Shadows Demo,"['액션', '캐주얼', '인디']"
3839580,弹性拼图：旅途  FlexibleJigsaw: Journey,"['캐주얼', '인디']"
4069200,ComboBench,['유틸리티']
4135670,Vault of the Vanquished Demo,[]
4087850,Destructive Contraptions Demo,"['액션', '캐주얼', '시뮬레이션']"
3920940,BonfireSimulator,['시뮬레이션']
4113100,Protect Your Humans Demo,['전략']
4022710,Shadows Of Thornkeep,"['액션', '인디', 'RPG', '앞서 해보기']"
4148040,Inkoid Demo,"['액션', '캐주얼', '인디']"
3992200,The Last Cure,"['액션', '어드벤처', '인디', '앞서 해보기']"
4086260,Guess The Password,"['캐주얼', '인디', '전략']"
3994850,SAKA SHAHEEDI Chandni Chowk 1675,"['캐주얼', '인디', '시뮬레이션']"
3428430,Deep Sea Heroes,"['액션', '인디', '앞서 해보기']"
3714370,NoSlack Pets: 로파이 냥이,"['캐주얼', '인디', '시뮬레이션']"
4077160,The Predecessor,"['인디', '무료 플레이']"
4110570,냥이의 집,['캐주얼']
3559190,gogh: Focus with Your Avatar - 스테이시스 & 플럭스 책갈피,"['캐주얼', '인디', '시뮬레이션']"
4147150,텍스트 탈출: 종말 도시 Demo,[]
3994700,Alpine Skater Demo,[]
4096080,ま～する -第１章-,['RPG']
3055810,Sky Bound Hero,"['어드벤처', '캐주얼', '인디', '앞서 해보기']"
3962070,"똥겜, 하지 마라","['어드벤처', '캐주얼', '인디', 'RPG', '무료 플레이']"
4054430,Object Factory,"['캐주얼', '인디', '시뮬레이션', '전략']"
4141210,Idle Champions - Snug the Spectator Familiar Pack,"['액션', '어드벤처', '인디', '전략', '무료 플레이']"
3966360,방과후운동장,"['캐주얼', '인디']"
3755680,Critter Drifters,"['액션', '어드벤처', '인디', '레이싱']"
4141220,Caveman Caravan Soundtrack,[]
4076360,ThroneBreaker : Iron Crown,"['인디', 'RPG']"
3997740,Cyber Sprinters,"['액션', '인디']"
4089810,Arena of Death,"['액션', '인디', '앞서 해보기']"
2831070,Dimachaerus,"['액션', '어드벤처', '인디', 'RPG']"
